,PassengerId,Pclass,Sex,Age,Fare,Cabin,Embarked,Title,FamilySize
103,995,3,0,1.0,0.0,2.0,0,0.0,0.0
104,996,3,1,0.0,0.0,2.0,1,2.0,0.8
105,997,3,0,2.0,1.0,2.0,0,0.0,0.0
106,998,3,0,1.0,0.0,2.0,2,0.0,0.0
107,999,3,0,2.0,0.0,2.0,2,0.0,0.0
108,1000,3,0,2.0,0.0,2.0,0,0.0,0.0
109,1001,2,0,1.0,0.0,2.0,0,0.0,0.0
110,1002,2,0,3.0,0.0,2.0,1,0.0,0.0
111,1003,3,1,1.0,0.0,2.0,2,1.0,0.0
112,1004,1,1,2.0,2.0,0.0,1,1.0,0.0
113,1005,3,1,1.0,0.0,2.0,2,1.0,0.0
114,1006,1,1,4.0,3.0,0.8,0,2.0,0.4
115,1007,3,0,1.0,0.0,2.0,1,0.0,0.4
116,1008,3,0,2.0,0.0,2.0,1,0.0,0.0
117,1009,3,1,0.0,0.0,2.4,0,1.0,0.8
118,1010,1,0,2.0,2.0,0.8,1,0.0,0.0
119,1011,2,1,2.0,1.0,2.0,0,2.0,0.4
120,1012,2,1,0.0,0.0,2.0,0,1.0,0.0
121,1013,3,0,2.0,0.0,2.0,2,0.0,0.4
122,1014,1,1,2.0,2.0,0.8,1,2.0,0.4
123,1015,3,0,2.0,0.0,2.0,0,0.0,0.0
124,1016,3,0,2.0,0.0,2.0,2,0.0,0.0
125,1017,3,1,1.0,0.0,2.0,0,1.0,0.4
126,1018,3,0,1.0,0.0,2.0,0,0.0,0.0
127,1019,3,1,1.0,1.0,2.0,2,1.0,0.8
128,1020,2,0,3.0,0.0,2.0,0,0.0,0.0
129,1021,3,0,1.0,0.0,2.0,0,0.0,0.0
130,1022,3,0,2.0,0.0,2.0,0,0.0,0.0
131,1023,1,0,3.0,1.0,0.8,1,3.0,0.0
132,1024,3,1,3.0,1.0,2.0,0,2.0,1.6
133,1025,3,0,2.0,0.0,2.0,1,0.0,0.4
134,1026,3,0,3.0,0.0,2.0,0,0.0,0.0
135,1027,3,0,1.0,0.0,2.0,0,0.0,0.0
136,1028,3,0,2.0,0.0,2.0,1,0.0,0.0
137,1029,2,0,1.0,0.0,2.0,0,0.0,0.0
138,1030,3,1,1.0,0.0,2.0,0,1.0,0.0
139,1031,3,0,3.0,2.0,2.0,0,0.0,2.8
140,1032,3,1,0.0,2.0,2.0,0,1.0,2.8
141,1033,1,1,2.0,3.0,0.8,0,1.0,0.0
142,1034,1,0,3.0,3.0,0.4,1,0.0,1.6
143,1035,2,0,2.0,1.0,2.0,0,0.0,0.0
144,1036,1,0,3.0,1.0,0.8,0,0.0,0.0
145,1037,3,0,2.0,1.0,2.0,0,0.0,1.2
146,1038,1,0,2.0,2.0,1.6,0,0.0,0.0
147,1039,3,0,1.0,0.0,2.0,0,0.0,0.0
148,1040,1,0,2.0,1.0,0.8,0,0.0,0.0
149,1041,2,0,2.0,1.0,2.0,0,3.0,0.8
150,1042,1,1,1.0,2.0,0.8,1,2.0,0.4
151,1043,3,0,2.0,0.0,2.0,1,0.0,0.0
152,1044,3,0,3.0,0.0,2.0,0,0.0,0.0
153,1045,3,1,2.0,0.0,2.0,0,2.0,0.8
154,1046,3,0,0.0,2.0,2.0,0,3.0,2.4
155,1047,3,0,1.0,0.0,2.0,0,0.0,0.0
156,1048,1,1,2.0,3.0,0.8,0,1.0,0.0
157,1049,3,1,1.0,0.0,2.0,0,1.0,0.0
158,1050,1,0,3.0,1.0,1.2,0,0.0,0.0
159,1051,3,1,1.0,0.0,2.0,0,2.0,0.8
160,1052,3,1,1.0,0.0,2.0,2,1.0,0.0
161,1053,3,0,0.0,0.0,2.0,1,3.0,0.8
162,1054,2,1,1.0,0.0,2.0,0,1.0,0.0
163,1055,3,0,2.0,0.0,2.0,0,0.0,0.0
164,1056,2,0,3.0,0.0,2.0,0,3.0,0.0
165,1057,3,1,1.0,1.0,2.0,0,2.0,0.8
166,1058,1,0,3.0,2.0,0.4,1,0.0,0.0
167,1059,3,0,1.0,2.0,2.0,0,0.0,1.6
168,1060,1,1,3.0,1.0,0.8,1,2.0,0.0
169,1061,3,1,1.0,0.0,2.0,0,1.0,0.0
170,1062,3,0,2.0,0.0,2.0,0,0.0,0.0
171,1063,3,0,2.0,0.0,2.0,1,0.0,0.0
172,1064,3,0,1.0,0.0,2.0,0,0.0,0.4
173,1065,3,0,2.0,0.0,2.0,1,0.0,0.0
174,1066,3,0,3.0,2.0,2.0,0,0.0,2.4
175,1067,2,1,0.0,2.0,2.0,0,1.0,0.8
176,1068,2,1,1.0,2.0,2.0,0,1.0,0.0
177,1069,1,0,3.0,2.0,0.8,1,0.0,0.4
178,1070,2,1,2.0,2.0,2.0,0,2.0,1.2
179,1071,1,1,4.0,2.0,1.6,1,2.0,0.8
180,1072,2,0,2.0,0.0,2.0,0,0.0,0.0
181,1073,1,0,3.0,2.0,1.6,1,0.0,0.8
182,1074,1,1,1.0,2.0,1.2,0,2.0,0.4
183,1075,3,0,2.0,0.0,2.0,2,0.0,0.0
184,1076,1,1,2.0,3.0,0.4,1,2.0,0.8
185,1077,2,0,3.0,0.0,2.0,0,0.0,0.0
186,1078,2,1,1.0,1.0,2.0,0,1.0,0.4
187,1079,3,0,1.0,0.0,2.0,0,0.0,0.8
188,1080,3,1,1.0,2.0,2.0,0,1.0,4.0
189,1081,2,0,3.0,0.0,2.0,0,0.0,0.0
190,1082,2,0,2.0,1.0,2.0,0,0.0,0.4
191,1083,1,0,2.0,1.0,0.8,0,0.0,0.0
192,1084,3,0,0.0,0.0,2.0,0,3.0,0.8
193,1085,2,0,3.0,0.0,2.0,2,0.0,0.0
194,1086,2,0,0.0,2.0,2.0,0,3.0,0.8
195,1087,3,0,2.0,0.0,2.0,0,0.0,0.0
196,1088,1,0,0.0,3.0,1.6,1,3.0,0.8
197,1089,3,1,1.0,0.0,2.0,0,1.0,0.0
198,1090,2,0,1.0,0.0,2.0,0,0.0,0.0
199,1091,3,1,3.0,0.0,2.0,0,2.0,0.0
200,1092,3,1,1.0,0.0,2.0,2,1.0,0.0
201,1093,3,0,0.0,0.0,2.0,0,3.0,0.8
202,1094,1,0,3.0,3.0,0.8,1,3.0,0.4
203,1095,2,1,0.0,1.0,2.0,0,1.0,0.8
204,1096,2,0,1.0,0.0,2.0,0,0.0,0.0
205,1097,1,0,2.0,1.0,0.8,1,0.0,0.0
206,1098,3,1,2.0,0.0,2.0,2,1.0,0.0
207,1099,2,0,1.0,0.0,2.0,0,0.0,0.0
208,1100,1,1,2.0,1.0,0.0,1,1.0,0.0
209,1101,3,0,1.0,0.0,2.0,0,0.0,0.0
210,1102,3,0,2.0,1.0,2.0,0,0.0,0.0
211,1103,3,0,2.0,0.0,2.0,0,0.0,0.0
212,1104,2,0,1.0,2.0,2.0,0,0.0,0.0
213,1105,2,1,3.0,1.0,2.0,0,2.0,0.4
214,1106,3,1,3.0,0.0,2.0,0,1.0,2.4
215,1107,1,0,3.0,2.0,0.4,0,0.0,0.0
216,1108,3,1,1.0,0.0,2.0,2,1.0,0.0
217,1109,1,0,3.0,3.0,0.8,0,0.0,0.8
218,1110,1,1,3.0,3.0,0.8,1,2.0,0.8
219,1111,3,0,2.0,0.0,2.0,0,0.0,0.0
220,1112,2,1,2.0,0.0,2.0,1,1.0,0.4
221,1113,3,0,1.0,0.0,2.0,0,0.0,0.0
222,1114,2,1,1.0,0.0,2.0,0,2.0,0.0
223,1115,3,0,1.0,0.0,2.0,0,0.0,0.0
224,1116,1,1,3.0,1.0,0.8,1,2.0,0.0
225,1117,3,1,3.0,0.0,2.0,1,2.0,0.8
226,1118,3,0,1.0,0.0,2.0,0,0.0,0.0
227,1119,3,1,1.0,0.0,2.0,2,1.0,0.0
228,1120,3,0,3.0,0.0,2.0,0,0.0,0.0
229,1121,2,0,2.0,0.0,2.0,0,0.0,0.0
230,1122,2,0,0.0,2.0,2.0,0,0.0,0.0
231,1123,1,1,1.0,1.0,0.8,0,1.0,0.0
232,1124,3,0,1.0,0.0,2.0,0,0.0,0.4
233,1125,3,0,2.0,0.0,2.0,2,0.0,0.0
234,1126,1,0,3.0,2.0,0.8,1,0.0,0.4
235,1127,3,0,1.0,0.0,2.0,0,0.0,0.0
236,1128,1,0,4.0,2.0,1.2,1,0.0,0.4
237,1129,3,0,1.0,0.0,2.0,1,0.0,0.0
238,1130,2,1,1.0,0.0,2.0,0,1.0,0.8
239,1131,1,1,3.0,3.0,0.8,1,2.0,0.4
240,1132,1,1,3.0,1.0,0.8,1,2.0,0.0
241,1133,2,1,3.0,1.0,2.0,0,2.0,0.8
242,1134,1,0,3.0,3.0,1.6,1,0.0,0.8
243,1135,3,0,2.0,0.0,2.0,0,0.0,0.0
244,1136,3,0,0.0,1.0,2.0,0,3.0,1.2
245,1137,1,0,3.0,2.0,1.2,0,0.0,0.4
246,1138,2,1,1.0,1.0,2.0,0,2.0,0.0
247,1139,2,0,3.0,2.0,2.0,0,0.0,0.8
248,1140,2,1,2.0,1.0,2.0,0,2.0,0.4
249,1141,3,1,3.0,0.0,2.0,1,2.0,0.4
250,1142,2,1,0.0,1.0,2.0,0,1.0,1.2
251,1143,3,0,1.0,0.0,2.0,0,0.0,0.0
252,1144,1,0,2.0,3.0,0.8,1,0.0,0.4
253,1145,3,0,1.0,0.0,2.0,0,0.0,0.0
254,1146,3,0,2.0,0.0,2.0,0,0.0,0.0
255,1147,3,0,2.0,0.0,2.0,0,0.0,0.0
256,1148,3,0,2.0,0.0,2.0,2,0.0,0.0
257,1149,3,0,2.0,0.0,2.0,0,0.0,0.0
258,1150,2,1,1.0,0.0,2.0,0,1.0,0.0
259,1151,3,0,1.0,0.0,2.0,0,0.0,0.0
260,1152,3,0,3.0,1.0,2.0,0,0.0,0.4
261,1153,3,0,1.0,0.0,2.0,0,0.0,0.0
262,1154,2,1,2.0,1.0,2.0,0,2.0,0.8
263,1155,3,1,0.0,0.0,2.0,0,1.0,0.8
264,1156,2,0,2.0,0.0,2.0,1,0.0,0.0
265,1157,3,0,2.0,0.0,2.0,0,0.0,0.0
266,1158,1,0,2.0,0.0,0.8,0,0.0,0.0
267,1159,3,0,2.0,0.0,2.0,0,0.0,0.0
268,1160,3,1,1.0,0.0,2.0,0,1.0,0.0
269,1161,3,0,1.0,0.0,2.0,0,0.0,0.0
270,1162,1,0,3.0,2.0,0.8,1,0.0,0.0
271,1163,3,0,2.0,0.0,2.0,2,0.0,0.0
272,1164,1,1,1.0,3.0,0.8,1,2.0,0.4
273,1165,3,1,1.0,0.0,2.0,2,1.0,0.4
274,1166,3,0,2.0,0.0,2.0,1,0.0,0.0
275,1167,2,1,1.0,1.0,2.0,0,1.0,0.4
276,1168,2,0,2.0,0.0,2.0,0,0.0,0.0
277,1169,2,0,3.0,1.0,2.0,0,0.0,0.4
278,1170,2,0,2.0,1.0,2.0,0,0.0,0.4
279,1171,2,0,1.0,0.0,2.0,0,0.0,0.0
280,1172,3,1,1.0,0.0,2.0,0,1.0,0.0
281,1173,3,0,0.0,0.0,2.0,0,3.0,0.8
282,1174,3,1,1.0,0.0,2.0,2,1.0,0.0
283,1175,3,1,0.0,0.0,2.0,1,1.0,0.8
284,1176,3,1,0.0,1.0,2.0,0,1.0,0.8
285,1177,3,0,2.0,0.0,2.0,0,0.0,0.0
286,1178,3,0,2.0,0.0,2.0,0,0.0,0.0
287,1179,1,0,1.0,2.0,0.4,0,0.0,0.4
288,1180,3,0,2.0,0.0,2.0,1,0.0,0.0
289,1181,3,0,2.0,0.0,2.0,0,0.0,0.0
290,1182,1,0,2.0,2.0,0.8,0,0.0,0.0
291,1183,3,1,2.0,0.0,2.0,2,1.0,0.0
292,1184,3,0,2.0,0.0,2.0,1,0.0,0.0
293,1185,1,0,3.0,2.0,0.0,0,3.0,0.8
294,1186,3,0,2.0,0.0,2.0,0,0.0,0.0
295,1187,3,0,1.0,0.0,2.0,0,0.0,0.0
296,1188,2,1,0.0,2.0,2.0,1,1.0,1.2
297,1189,3,0,2.0,1.0,2.0,1,0.0,0.8
298,1190,1,0,2.0,2.0,0.8,0,0.0,0.0
299,1191,3,0,2.0,0.0,2.0,0,0.0,0.0
300,1192,3,0,2.0,0.0,2.0,0,0.0,0.0
301,1193,2,0,2.0,0.0,1.2,1,0.0,0.0
302,1194,2,0,3.0,1.0,2.0,0,0.0,0.4
303,1195,3,0,1.0,0.0,2.0,0,0.0,0.0
304,1196,3,1,1.0,0.0,2.0,2,1.0,0.0
305,1197,1,1,4.0,1.0,0.4,0,2.0,0.8
306,1198,1,0,2.0,3.0,0.8,0,0.0,1.2
307,1199,3,0,0.0,0.0,2.0,0,3.0,0.4
308,1200,1,0,3.0,2.0,0.4,0,0.0,0.8
309,1201,3,1,3.0,0.0,2.0,0,2.0,0.4
310,1202,3,0,1.0,0.0,2.0,0,0.0,0.0
311,1203,3,0,1.0,0.0,2.0,1,0.0,0.0
312,1204,3,0,2.0,0.0,2.0,0,0.0,0.0
313,1205,3,1,3.0,0.0,2.0,2,1.0,0.0
314,1206,1,1,3.0,3.0,0.8,1,2.0,0.0
315,1207,3,1,1.0,0.0,2.0,2,1.0,0.0
316,1208,1,0,3.0,3.0,0.4,1,0.0,0.4
317,1209,2,0,1.0,0.0,2.0,0,0.0,0.0
318,1210,3,0,2.0,0.0,2.0,0,0.0,0.0
319,1211,2,0,1.0,2.0,2.0,0,0.0,0.8
320,1212,3,0,1.0,0.0,2.0,0,0.0,0.0
321,1213,3,0,1.0,0.0,2.0,1,0.0,0.0
322,1214,2,0,1.0,0.0,2.0,0,0.0,0.0
323,1215,1,0,2.0,1.0,0.8,0,0.0,0.0
324,1216,1,1,3.0,3.0,0.8,0,1.0,0.0
325,1217,3,0,1.0,0.0,2.0,0,0.0,0.0
326,1218,2,1,0.0,2.0,2.0,0,1.0,1.2
327,1219,1,0,3.0,2.0,0.8,1,0.0,0.0
328,1220,2,0,2.0,1.0,2.0,0,0.0,0.4
329,1221,2,0,1.0,0.0,2.0,0,0.0,0.0
330,1222,2,1,3.0,2.0,2.0,0,2.0,0.8
331,1223,1,0,3.0,1.0,0.0,1,0.0,0.0
332,1224,3,0,2.0,0.0,2.0,1,0.0,0.0
333,1225,3,1,1.0,0.0,2.0,1,2.0,0.8
334,1226,3,0,2.0,0.0,2.0,0,0.0,0.0
335,1227,1,0,2.0,1.0,0.8,0,0.0,0.0
336,1228,2,0,2.0,0.0,2.0,0,0.0,0.0
337,1229,3,0,3.0,0.0,2.0,1,0.0,0.8
338,1230,2,0,1.0,2.0,2.0,0,0.0,0.0
339,1231,3,0,0.0,0.0,2.0,1,3.0,0.0
340,1232,2,0,1.0,0.0,2.0,0,0.0,0.0
341,1233,3,0,2.0,0.0,2.0,0,0.0,0.0
342,1234,3,0,2.0,2.0,2.0,0,0.0,4.0
343,1235,1,1,3.0,3.0,0.4,1,2.0,0.4
344,1236,3,0,0.0,0.0,2.0,0,3.0,0.8
345,1237,3,1,0.0,0.0,2.0,0,1.0,0.0
346,1238,2,0,1.0,0.0,2.0,0,0.0,0.0
347,1239,3,1,3.0,0.0,2.0,1,2.0,0.0
348,1240,2,0,1.0,0.0,2.0,0,0.0,0.0
349,1241,2,1,2.0,1.0,2.0,0,1.0,0.0
350,1242,1,1,3.0,2.0,1.2,1,2.0,0.4
351,1243,2,0,1.0,0.0,2.0,0,0.0,0.0
352,1244,2,0,1.0,2.0,2.0,0,0.0,0.0
353,1245,2,0,3.0,2.0,2.0,0,0.0,1.2
354,1246,3,1,0.0,1.0,2.0,0,1.0,1.2
355,1247,1,0,3.0,1.0,1.6,0,0.0,0.0
356,1248,1,1,3.0,2.0,0.8,0,2.0,0.8
357,1249,3,0,2.0,0.0,2.0,0,0.0,0.0
358,1250,3,0,2.0,0.0,2.0,2,0.0,0.0
359,1251,3,1,2.0,0.0,2.0,0,2.0,0.4
360,1252,3,0,0.0,2.0,2.0,0,3.0,4.0
361,1253,2,1,1.0,2.0,2.0,1,2.0,0.8
362,1254,2,1,2.0,1.0,2.0,0,2.0,0.0
363,1255,3,0,2.0,0.0,2.0,0,0.0,0.0
364,1256,1,1,1.0,2.0,1.6,1,2.0,0.4
365,1257,3,1,3.0,2.0,2.0,0,2.0,4.0
366,1258,3,0,2.0,0.0,2.0,1,0.0,0.4
367,1259,3,1,1.0,2.0,2.0,0,1.0,0.0
368,1260,1,1,3.0,2.0,0.8,1,2.0,0.4
369,1261,2,0,2.0,0.0,2.0,1,0.0,0.0
370,1262,2,0,1.0,0.0,2.0,0,0.0,0.4
371,1263,1,1,2.0,3.0,1.6,1,1.0,0.0
372,1264,1,0,3.0,0.0,0.4,0,0.0,0.0
373,1265,2,0,3.0,0.0,2.0,0,0.0,0.0
374,1266,1,1,3.0,2.0,0.0,0,2.0,0.8
375,1267,1,1,3.0,3.0,0.8,1,1.0,0.0
376,1268,3,1,1.0,0.0,2.0,0,1.0,0.8
377,1269,2,0,1.0,0.0,2.0,0,0.0,0.0
378,1270,1,0,3.0,2.0,0.8,0,0.0,0.0
379,1271,3,0,0.0,2.0,2.0,0,3.0,2.4
380,1272,3,0,2.0,0.0,2.0,2,0.0,0.0
381,1273,3,0,1.0,0.0,2.0,2,0.0,0.0
382,1274,3,1,3.0,0.0,2.0,0,2.0,0.0
383,1275,3,1,1.0,0.0,2.0,0,2.0,0.4
384,1276,2,0,2.0,0.0,2.0,0,0.0,0.0
385,1277,2,1,1.0,2.0,2.0,0,1.0,1.2
386,1278,3,0,1.0,0.0,2.0,0,0.0,0.0
387,1279,2,0,3.0,0.0,2.0,0,0.0,0.0
388,1280,3,0,1.0,0.0,2.0,2,0.0,0.0
389,1281,3,0,0.0,1.0,2.0,0,3.0,1.6
390,1282,1,0,1.0,2.0,0.4,0,0.0,0.0
391,1283,1,1,3.0,2.0,1.2,0,2.0,0.4
392,1284,3,0,0.0,1.0,2.0,0,3.0,0.8
393,1285,2,0,3.0,0.0,2.0,0,0.0,0.0
394,1286,3,0,2.0,1.0,2.0,0,0.0,1.6
395,1287,1,1,1.0,2.0,0.8,0,2.0,0.4
396,1288,3,0,1.0,0.0,2.0,2,0.0,0.0
397,1289,1,1,3.0,2.0,0.4,1,2.0,0.8
398,1290,3,0,1.0,0.0,2.0,0,0.0,0.0
399,1291,3,0,2.0,0.0,2.0,2,0.0,0.0
400,1292,1,1,2.0,3.0,0.8,0,1.0,0.0
401,1293,2,0,3.0,1.0,2.0,0,0.0,0.4
402,1294,1,1,1.0,2.0,0.8,1,1.0,0.4
403,1295,1,0,1.0,2.0,0.8,0,0.0,0.0
404,1296,1,0,3.0,1.0,1.2,1,0.0,0.4
405,1297,2,0,1.0,0.0,1.2,1,0.0,0.0
406,1298,2,0,1.0,0.0,2.0,0,0.0,0.4
407,1299,1,0,3.0,3.0,0.8,1,0.0,0.8
408,1300,3,1,1.0,0.0,2.0,2,1.0,0.0
409,1301,3,1,0.0,0.0,2.0,0,1.0,0.8
410,1302,3,1,1.0,0.0,2.0,2,1.0,0.0
411,1303,1,1,3.0,2.0,0.8,2,2.0,0.4
412,1304,3,1,2.0,0.0,2.0,0,1.0,0.0
413,1305,3,0,2.0,0.0,2.0,0,0.0,0.0
414,1306,1,1,3.0,3.0,0.8,1,,0.0
415,1307,3,0,3.0,0.0,2.0,0,0.0,0.0
416,1308,3,0,2.0,0.0,2.0,0,0.0,0.0
417,1309,3,0,0.0,1.0,2.0,1,3.0,0.8
